KDSATKER,KODE_PROGRAM,KODE_KEGIATAN,KODE_OUTPUT,KDIB,VOLUME_OUTPUT,KODE_SUBOUTPUT,VOLUME_SUBOUTPUT,KODE_KOMPONEN,KODE_SUBKOMPONEN,URAIAN_SUBKOMPONEN,KODE_AKUN,KODE_JENIS_BEBAN,KODE_CARA_TARIK,KODE_JENIS_BANTUAN,KODE_REGISTER,HEADER1,HEADER2,KODE_ITEM,NOMOR_ITEM,CONS_ITEM,URAIAN_ITEM,SUMBER_DANA,VOL_KEG_1,SAT_KEG_1,VOL_KEG_2,SAT_KEG_2,VOL_KEG_3,SAT_KEG_3,VOL_KEG_4,SAT_KEG_4,VOLKEG,SATKEG,HARGASAT,TOTAL,KODE_BLOKIR,NILAI_BLOKIR,KODE_STS_HISTORY,POK_NILAI_1,POK_NILAI_2,POK_NILAI_3,POK_NILAI_4,POK_NILAI_5,POK_NILAI_6,POK_NILAI_7,POK_NILAI_8,POK_NILAI_9,POK_NILAI_10,POK_NILAI_11,POK_NILAI_12
403829,WA,2378,EBA,00,4,956,1,101,ZA,Efisiensi,521211,A,0,A0,,0,0,1,0,265,Penggandaan,A,0,,0,,0,,0,,10,PAKET,940000,9400000,A,9400000,B02,0,564000,0,0,0,0,0,0,0,0,0,8836000
403829,WA,2378,EBA,00,4,956,1,101,DA,"Pengelolaan Barang Milik Negara (BMN)",524111,A,0,A0,,1,0,1,0,17,"DKI Jakarta",A,0,,0,,0,,0,,0,,0,0,,0,B02,0,0,0,0,0,0,0,0,0,0,0,0
403829,WA,2378,EBA,00,4,956,1,101,DA,"Pengelolaan Barang Milik Negara (BMN)",524111,A,0,A0,,0,0,2,1,18,"Uang Harian",A,0,,0,,0,,0,,2,OK,300000,600000,,0,B02,0,36000,0,0,0,0,0,0,0,0,0,564000
403829,WA,2378,EBA,00,4,958,1,201,ZA,Efisiensi,521211,A,0,A0,,0,0,1,0,266,Penggandaan,A,0,,0,,0,,0,,11,PAKET,1000000,11000000,A,11000000,B02,0,330000,0,0,0,0,0,0,0,0,0,10670000
403829,WA,2378,EBA,00,4,958,1,201,ZA,Efisiensi,521211,A,0,A0,,0,0,2,1,275,"Bahan cetak",A,0,,0,,0,,0,,1,PAKET,818000,818000,A,818000,B02,0,24540,0,0,0,0,0,0,0,0,0,793460
403829,WA,2378,EBA,00,4,958,1,201,DA,"Pelayanan Publik dan Kehumasan",524111,A,0,A0,,1,0,1,0,215,"DKI Jakarta",A,0,,0,,0,,0,,0,,0,0,,0,B02,0,0,0,0,0,0,0,0,0,0,0,0
403829,WA,2378,EBA,00,4,958,1,201,DA,"Pelayanan Publik dan Kehumasan",524111,A,0,A0,,0,0,2,1,216,"Uang Harian",A,0,,0,,0,,0,,1,OK,450000,450000,,0,B02,0,13500,0,0,0,0,0,0,0,0,0,436500
403829,WA,2378,EBA,00,4,958,1,201,ZA,Efisiensi,524111,A,0,A0,,0,0,1,0,272,"Uang Harian",A,0,,0,,0,,0,,4,OK,683000,2732000,A,2732000,B02,0,81960,0,0,0,0,0,0,0,0,0,2650040
403829,WA,2378,EBA,00,4,962,1,201,ZA,Efisiensi,521211,A,0,A0,,0,0,1,0,273,Penggandaan,A,0,,0,,0,,0,,2,PAKET,1260000,2520000,A,2520000,B02,0,75600,110124,220248,220248,220248,220248,220248,220248,220248,220248,572292
403829,WA,2378,EBA,00,4,962,1,201,DA,"Pelayanan Tata Usaha dan Kerumahtanggaan",524111,A,0,A0,,1,0,1,0,208,"DKI Jakarta",A,0,,0,,0,,0,,0,,0,0,,0,B02,0,0,0,0,0,0,0,0,0,0,0,0
403829,WA,2378,EBA,00,4,962,1,201,DA,"Pelayanan Tata Usaha dan Kerumahtanggaan",524111,A,0,A0,,0,0,2,1,209,"Uang Harian",A,0,,0,,0,,0,,2,OK,300000,600000,,0,B02,0,18000,26220,52440,52440,52440,52440,52440,52440,52440,52440,136260
403829,WA,2378,EBA,00,4,962,1,201,DB,"Operasional Pimpinan",524111,A,0,A0,,1,0,1,0,211,"DKI Jakarta",A,0,,0,,0,,0,,0,,0,0,,0,B02,0,0,0,0,0,0,0,0,0,0,0,0
403829,WA,2378,EBA,00,4,962,1,201,DB,"Operasional Pimpinan",524111,A,0,A0,,0,0,2,1,212,"Uang Harian",A,0,,0,,0,,0,,30,OK,530000,15900000,,0,B02,0,477000,694830,1389660,1389660,1389660,1389660,1389660,1389660,1389660,1389660,3610890
403829,WA,2378,EBA,00,4,962,1,201,DB,"Operasional Pimpinan",524111,A,0,A0,,0,0,3,2,213,"Biaya Transportasi",A,0,,0,,0,,0,,4,OK,245000,980000,,0,B02,0,29400,42826,85652,85652,85652,85652,85652,85652,85652,85652,222558
403829,WA,2378,EBA,00,4,994,1,001,DA,"Pembayaran Gaji dan Tunjangan PNS",511111,A,0,A0,,0,0,1,0,20,"Belanja Gaji Pokok PNS",A,0,,0,,0,,0,,12,BULAN,204900000,2458800000,,0,B02,84941864,182035353,248230027,182035353,182035353,182035353,182035353,182035353,182035353,182035353,182035353,487309932
403829,WA,2378,EBA,00,4,994,1,001,DA,"Pembayaran Gaji dan Tunjangan PNS",511111,A,0,A0,,0,0,2,1,21,"Belanja Gaji Pokok PNS (Ke-13)",A,0,,0,,0,,0,,1,BULAN,204900000,204900000,,0,B02,7078489,15169613,20685836,15169613,15169613,15169613,15169613,15169613,15169613,15169613,15169613,40609158
403829,WA,2378,EBA,00,4,994,1,001,DA,"Pembayaran Gaji dan Tunjangan PNS",511111,A,0,A0,,0,0,3,2,22,"Belanja Gaji Pokok PNS (Ke-14)",A,0,,0,,0,,0,,1,BULAN,206638000,206638000,,0,B02,7138530,15298284,20861297,15298284,15298284,15298284,15298284,15298284,15298284,15298284,15298284,40953617
403829,WA,2378,EBA,00,4,994,1,001,DC,"Pembayaran Gaji dan Tunjangan Penyuluh PNS",511111,A,0,A0,,0,0,1,0,75,"Belanja Gaji Pokok PNS",A,0,,0,,0,,0,,12,BULAN,889991000,10679892000,,0,B02,368948242,790677529,1078196631,790677529,790677529,790677529,790677529,790677529,790677529,790677529,790677529,2116649366
403829,WA,2378,EBA,00,4,994,1,001,DC,"Pembayaran Gaji dan Tunjangan Penyuluh PNS",511111,A,0,A0,,0,0,2,1,76,"Belanja Gaji Pokok PNS (Ke-13)",A,0,,0,,0,,0,,1,BULAN,1300000000,1300000000,,0,B02,44909884,96244493,131242490,96244493,96244493,96244493,96244493,96244493,96244493,96244493,96244493,257647189
403829,WA,2378,EBA,00,4,994,1,001,DC,"Pembayaran Gaji dan Tunjangan Penyuluh PNS",511111,A,0,A0,,0,0,3,2,77,"Belanja Gaji Pokok PNS (Ke-14)",A,0,,0,,0,,0,,1,BULAN,1300013000,1300013000,,0,B02,44910333,96245455,131243803,96245455,96245455,96245455,96245455,96245455,96245455,96245455,96245455,257649769
403829,WA,2378,EBA,00,4,994,1,001,DA,"Pembayaran Gaji dan Tunjangan PNS",511119,A,0,A0,,0,0,1,0,23,"Belanja Pembulatan Gaji PNS",A,0,,0,,0,,0,,12,BULAN,1000,12000,,0,B02,415,888,1211,888,888,888,888,888,888,888,888,2382
403829,WA,2378,EBA,00,4,994,1,001,DA,"Pembayaran Gaji dan Tunjangan PNS",511119,A,0,A0,,0,0,2,1,24,"Belanja Pembulatan Gaji PNS (Ke-13)",A,0,,0,,0,,0,,1,BULAN,1000,1000,,0,B02,35,74,101,74,74,74,74,74,74,74,74,198
403829,WA,2378,EBA,00,4,994,1,001,DA,"Pembayaran Gaji dan Tunjangan PNS",511119,A,0,A0,,0,0,3,2,25,"Belanja Pembulatan Gaji PNS (Ke-14)",A,0,,0,,0,,0,,1,BULAN,1000,1000,,0,B02,35,74,101,74,74,74,74,74,74,74,74,198
403829,WA,2378,EBA,00,4,994,1,001,DC,"Pembayaran Gaji dan Tunjangan Penyuluh PNS",511119,A,0,A0,,0,0,1,0,78,"Belanja Pembulatan Gaji PNS",A,0,,0,,0,,0,,12,BULAN,15000,180000,,0,B02,6218,13326,18172,13326,13326,13326,13326,13326,13326,13326,13326,35676
403829,WA,2378,EBA,00,4,994,1,001,DC,"Pembayaran Gaji dan Tunjangan Penyuluh PNS",511119,A,0,A0,,0,0,2,1,79,"Belanja Pembulatan Gaji PNS (Ke-13)",A,0,,0,,0,,0,,1,BULAN,15000,15000,,0,B02,518,1111,1514,1111,1111,1111,1111,1111,1111,1111,1111,2969
